name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,product_id
Nova NHS 901 Temperature Control Hair Straightner for Women (Black),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/5143iUebzRL._AC_UL320_.jpg,https://www.amazon.in/Nova-NHS-901-Temperature-Straightner/dp/B08SX87JGQ/ref=sr_1_539?qid=1679215838&s=hpc&sr=1-539,4.0,"9,894",,,7755
"VIYANSHI Silk curling ribbon, heatless hair curling set with 2 Scrunchies, silk satin curler ribbon set, heatless curls{pa...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/41PonCM9RpL._AC_UL320_.jpg,https://www.amazon.in/VIYANSHI-curling-ribbon-heatless-Scrunchies/dp/B09G6MV4WN/ref=sr_1_540?qid=1679215838&s=hpc&sr=1-540,3.2,31,₹399,₹999,7756
SR TRADERS Styler V2 Men's Electric Hair and Beard Straightener and Styler Electric Hair Straightener Multifunctional Bear...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61KHQ885PfL._AC_UL320_.jpg,https://www.amazon.in/SR-TRADERS-Electric-Straightener-Multifunctional/dp/B08P9JL4G3/ref=sr_1_541?qid=1679215838&s=hpc&sr=1-541,3.3,22,₹327,"₹1,199",7757
"Vega Hair Straightener Brush & Straightener for Women with Ceramic Coated Plates, 2 In 1 Hair Styler, (VHSSB-01)",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61jjI0b31tL._AC_UL320_.jpg,https://www.amazon.in/Vega-Straightener-Ceramic-Coated-VHSSB-01/dp/B0BMVYY2CY/ref=sr_1_542?qid=1679215838&s=hpc&sr=1-542,2.5,2,"₹1,149","₹1,499",7758
JELLIFY Kids Cartoon Printed Blue Electric Toothbrush Extra Soft Electric Battery Powered Toothbrush for Kids Pack of 1,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/41h2yzUOFXL._AC_UL320_.jpg,https://www.amazon.in/JELLIFY-Cartoon-Printed-Electric-Toothbrush/dp/B0BLNVDYGJ/ref=sr_1_543?qid=1679215838&s=hpc&sr=1-543,Get,Only 2 left in stock.,₹279,₹399,7759
"ELLVELLON 3-In-1 1000 Watts Hair Dryer & Volumizer, Hot Air Blower Brush For Hair Drying, Styling & Straightening With 3 H...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61KXZhKmkML._AC_UL320_.jpg,https://www.amazon.in/ELLVELLON-Volumizer-Straightening-Anti-Scald-Technology/dp/B0932SMSBR/ref=sr_1_544?qid=1679215838&s=hpc&sr=1-544,3.5,56,₹699,"₹1,499",7760
"Combo of 1000Watts Hair Dryer and Mini Straightener, Multicolour",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31VInn7o5HL._AC_UL320_.jpg,https://www.amazon.in/Combo-1000W-Hair-Dryer-Straightener/dp/B09QSSNPYW/ref=sr_1_545?qid=1679215838&s=hpc&sr=1-545,1.3,7,₹335,₹750,7761
"HASTHIP® Pink 4 Pcs Women Girls Volumizing Root Clip Hair Curler Rollers,Instant Bang Heatless Curler,DIY Hairdressing,Sty...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/41Rux1zj2jL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-Volumizing-Rollers-Heatless-Hairdressing/dp/B0BPJJK4MR/ref=sr_1_546?qid=1679215838&s=hpc&sr=1-546,,,₹332,₹515,7762
AN COLLECTION Temperature Control Professional Hair Straightener (Black),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71vT8SDqYpL._AC_UL320_.jpg,https://www.amazon.in/COLLECTION-Temperature-Control-Professional-Straightener/dp/B08JPFVQ4X/ref=sr_1_547?qid=1679215838&s=hpc&sr=1-547,,,₹275,₹699,7763
"Moogella Hair Straightener Comb, Electric Straightener Brush, Hair Styler with 5 Temperature Controls for Women and Men (M...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51NE16DkvcL._AC_UL320_.jpg,https://www.amazon.in/Moogella-Straightener-Electric-Temperature-Multicolor/dp/B0BXKSYZZ3/ref=sr_1_548?qid=1679215838&s=hpc&sr=1-548,,,₹349,"₹1,099",7764
Kemei QUALX straightener Hair Straightener (Black),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51jmZl7nf9L._AC_UL320_.jpg,https://www.amazon.in/Kemei-QUALX-straightener-Straightener-Black/dp/B0B7X4P5K3/ref=sr_1_549?qid=1679215838&s=hpc&sr=1-549,,,₹499,₹999,7765
"PHILIPS BHS738/00 Kerashine Titanium Wide Plate Straightener With SilkProtect Technology, Teal & Philips HP8100/60 Hair Dr...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/512h7LlESTL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Kerashine-Straightener-SilkProtect-Technology/dp/B0B76GZNRX/ref=sr_1_550?qid=1679215838&s=hpc&sr=1-550,4.0,1,"₹3,685","₹4,040",7766
"CREOCEC® USB Rechargeable Automatic Wireless Electric Hair Curler L/R Rotating Curler,Cordless Auto Curler 300F-390F Tempe...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51Or9hSuWbL._AC_UL320_.jpg,https://www.amazon.in/Rechargeable-Automatic-300F-390F-Temperature-Anti-scalding/dp/B0BNPQB7RF/ref=sr_1_551?qid=1679215838&s=hpc&sr=1-551,5.0,20,"₹1,499","₹2,999",7767
Nirvani NHC-471B Hair Curling Iron Rod for Women For Home Use Instant Heat Styling Brush Motor Styling Tool Professional H...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51frLwkoDyL._AC_UL320_.jpg,https://www.amazon.in/Nirvani-NHC-471B-Hair-Curling-Black/dp/B08LZWX977/ref=sr_1_552?qid=1679215838&s=hpc&sr=1-552,3.3,175,₹249,₹499,7768
JELLIFY Kids Cartoon Printed Pink Electric Toothbrush Extra Soft Electric Battery Powered Toothbrush for Kids Pack of 1,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51X-rGMfTjL._AC_UL320_.jpg,https://www.amazon.in/JELLIFY-Cartoon-Printed-Electric-Toothbrush/dp/B0BMV19ZLJ/ref=sr_1_673?qid=1679215841&s=hpc&sr=1-673,,,₹298,₹899,7769
"Lifelong LLDC63 Electric Toothbrush for Adults with Sonic Technology 5 Brush Heads, 6 Modes, 1 Tongue Cleaner, 1 Carry Pou...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71QqCSXBpVL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLDC63-Toothbrush-Technology-Rechargeable/dp/B0BBJNPSSK/ref=sr_1_674?qid=1679215841&s=hpc&sr=1-674,3.9,20,"₹1,199","₹2,999",7770
"Hair Straightener, NASONEB Hair Straightener Comb for Women & Men, Hair Styler, Straightener machine Brush/PTC Heating Ele...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/314hbDtEYWL._AC_UL320_.jpg,https://www.amazon.in/Straightener-NASONEB-Electric-Temperature-Multicolored/dp/B0BTYTNKVB/ref=sr_1_675?qid=1679215841&s=hpc&sr=1-675,,,₹498,₹999,7771
Nexeque Silky Shine 1200 Watts Hot and Cold Foldable Hair Dryer for Men and Women (Black),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51I6PFb67-L._AC_UL320_.jpg,https://www.amazon.in/Nexeque-Silky-Shine-Watts-Foldable/dp/B0BWYTY23L/ref=sr_1_676?qid=1679215841&s=hpc&sr=1-676,,,₹998,"₹1,399",7772
"Oral B Kid's Electric Battery Powered Star Wars, Soft Bristles Toothbrush (Age 3 +)",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51UrbPKqEZL._AC_UL320_.jpg,https://www.amazon.in/Oral-Electric-Battery-Bristles-Toothbrush/dp/B0B2R6TXH6/ref=sr_1_677?qid=1679215841&s=hpc&sr=1-677,5.0,1,₹799,"₹1,499",7773
PHILIPS BHS393/00 Hair Straightener with SilkProtect Technology - Pink,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/414Qy8WkkKL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-BHS393-00-Straightener-SilkProtect/dp/B0B2DCQ5G8/ref=sr_1_678_mod_primary_new?qid=1679215841&s=hpc&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-678,3.6,29,"₹1,799","₹1,995",7774
Remington D3190 2200 W Ionic Hair Dryer with Ionic Conditioning,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61MThFSnBtL._AC_UL320_.jpg,https://www.amazon.in/Remington-D3190-Ionic-Dryer-Conditioning/dp/B00WJF8V5A/ref=sr_1_679?qid=1679215841&s=hpc&sr=1-679,4.6,"10,248","₹4,150","₹6,000",7775
"VEGA Professional Pro Dry 1800-2100W Hair Dryer for Men & Women with Cool Shot Button and 3 Heat & 2 Speed Settings, Black...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61Q52-8CnPL._AC_UL320_.jpg,https://www.amazon.in/VEGA-Professional-1800-2100W-Settings-VPPHD-02/dp/B0BFHY4998/ref=sr_1_680?qid=1679215841&s=hpc&sr=1-680,,,"₹3,295","₹4,250",7776
Celebrino Hair Trimmer & 2-in-1 Curling Cum Straightener Iron (NHC-1818) And Hair Dryer For Women,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/41eSZ9r2IpL._AC_UL320_.jpg,https://www.amazon.in/Celebrino-Trimmer-Curling-Straightener-NHC-1818/dp/B09822QPV8/ref=sr_1_681?qid=1679215841&s=hpc&sr=1-681,2.4,4,₹599,"₹1,299",7777
"MAYCREATE® 4Pcs Hair Rollers for Women Girls Volumizing Root Clip Hair Curler Rollers, Instant Bang Heatless Curler DIY Ha...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71DnPoFDedL._AC_UL320_.jpg,https://www.amazon.in/MAYCREATE%C2%AE-Rollers-Volumizing-Heatless-Hairdressing/dp/B0BJVJTNDJ/ref=sr_1_682?qid=1679215841&s=hpc&sr=1-682,3.1,5,₹322,₹549,7778
"Stoveorama� Hair Straightener Brush,Hair Straightening Iron Built with Comb, Fast Heating & 5 Temp Settings & Anti-Scald, ...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/516DrIYBWZL._AC_UL320_.jpg,https://www.amazon.in/Stoveorama%EF%BF%BD-Straightener-Straightening-Anti-Scald-Professional/dp/B09XMMBHY1/ref=sr_1_683?qid=1679215841&s=hpc&sr=1-683,3.3,89,₹370,"₹1,799",7779
NMD Dental Tooth Shape Face Mirror (white),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31XXBHCfiHL._AC_UL320_.jpg,https://www.amazon.in/NMD-Dental-Tooth-Shape-Mirror/dp/B09G2QTL5V/ref=sr_1_684?qid=1679215841&s=hpc&sr=1-684,3.6,4,₹320,₹640,7780
ABSPRO 9mm Curling Iron Professional 3/8 Inch Ceramic Tourmaline Curl Wand Barrel Hair Curler for Long Short Thin Small LC...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61k1jzS7ATL._AC_UL320_.jpg,https://www.amazon.in/Curling-Professional-Ceramic-Tourmaline-JOMLY/dp/B08WPXGSXS/ref=sr_1_685?qid=1679215841&s=hpc&sr=1-685,3.1,2,"₹1,399","₹1,999",7781
EXSESON Professional Perfect Secret Hair Curler Roller Machine with Revolutionary Automatic Curling Technology for Women (...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61zOFSC6cZL._AC_UL320_.jpg,https://www.amazon.in/EXSESON-Professional-Revolutionary-Technology-Multicolour/dp/B082KQ4J82/ref=sr_1_686?qid=1679215841&s=hpc&sr=1-686,2.5,6,"₹1,299","₹2,999",7782
FIVME Hair dryer with hair straightener 471 hair curler and tailcomb (multicolour) Personal Care Appliance Combo (Hair Dry...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/410uEeWPEtL._AC_UL320_.jpg,https://www.amazon.in/FIVME-straightener-multicolour-Appliance-Straightener/dp/B0BXKTYCYF/ref=sr_1_687?qid=1679215841&s=hpc&sr=1-687,,,₹795,"₹1,499",7783
Wild Ston CODE Hair Volumizing Styling Powder for Men 10gm,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/418kN49oOtL._AC_UL320_.jpg,https://www.amazon.in/Wild-Ston-Volumizing-Styling-Powder/dp/B0BY2Y7JC5/ref=sr_1_688?qid=1679215841&s=hpc&sr=1-688,,,₹370,₹450,7784
VGR V-595 Professional Electric Hair Curler | Stylish Hair Styling 3 Barrel Professional Hair Curler with 220° C Max Heat ...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31MlDDFW4LL._AC_UL320_.jpg,https://www.amazon.in/VGR-V-595-Professional-Electric-Stylish/dp/B0B49YP5VV/ref=sr_1_689?qid=1679215841&s=hpc&sr=1-689,3.1,6,"₹1,214","₹2,160",7785
"Anasvi Silk curling ribbon, heatless hair curling set with2 Scrunchies, silk satin curler ribbon set, heatless curls(pack ...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51PSbq0gBOL._AC_UL320_.jpg,https://www.amazon.in/Anasvi-curling-ribbon-heatless-Scrunchies/dp/B09CMQGNZG/ref=sr_1_690?qid=1679215841&s=hpc&sr=1-690,3.9,5,₹389,₹999,7786
Toothsi Electro Rechargeable Electric Toothbrush (with 2 replaceable heads) SONIC Technology | 5 in 1 Brushing modes,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61hsFNelQgL._AC_UL320_.jpg,https://www.amazon.in/rechargeable-electric-toothbrush-replaceable-technology/dp/B09WDHP79T/ref=sr_1_691?qid=1679215841&s=hpc&sr=1-691,2.9,12,"₹1,099","₹1,999",7787
"Vega Professional Mighty Mini Hair Straightener Brush, Travel Friendly Hair Straightening Brush, (VPVMS-08)",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61P5WrADwLL._AC_UL320_.jpg,https://www.amazon.in/Professional-Straightener-Friendly-Straightening-VPVMS-08/dp/B0BWNKW8YS/ref=sr_1_692?qid=1679215841&s=hpc&sr=1-692,,,"₹2,450","₹2,900",7788
Keekos Quick Hair Styler for Men Electric Beard Straightener Massage Hair Comb Beard Comb Multifunctional Curly Hair Strai...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61xjS6gGYZL._AC_UL320_.jpg,https://www.amazon.in/Straightener-Styler-Machine-Heating-Electric/dp/B0B34KFRRB/ref=sr_1_693?qid=1679215841&s=hpc&sr=1-693,4.4,"1,106",₹689,₹999,7789
"HASTHIP® Hair Dryer Stand, Hair Dryer Holder, Retro Style All Aluminum Hair Dryer Organizer Wall Mount Spiral Hair Dryer R...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61NK+JZqkJL._AC_UL320_.jpg,https://www.amazon.in/HASTHIP%C2%AE-Aluminum-Organizer-Bathroom-Without/dp/B09PN4XPTK/ref=sr_1_694?qid=1679215841&s=hpc&sr=1-694,5.0,2,"₹1,023","₹1,262",7790
NMD Dental Halogen Bulb For Light Cure(flat pin),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31zXHKUVXcL._AC_UL320_.jpg,https://www.amazon.in/NMD-Dental-Halogen-Bulb-Light/dp/B092R67247/ref=sr_1_695?qid=1679215841&s=hpc&sr=1-695,3.1,4,₹600,"₹1,200",7791
NEWERA Keratin Glow Hair Straightener With Ceramic Tourmaline Plates,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/41pIrpWEJ+L._AC_UL320_.jpg,https://www.amazon.in/NEWERA-Keratin-Straightener-Ceramic-Tourmaline/dp/B09756SZNX/ref=sr_1_696?qid=1679215841&s=hpc&sr=1-696,4.0,1,₹399,"₹2,999",7792
Painless lipstick touch Hair Remover(Rose Gold),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51eD8KDOqeL._AC_UL320_.jpg,https://www.amazon.in/Painless-Flawless-touch-Hair-Remover/dp/B08M6CBBYR/ref=sr_1_1273?qid=1679215848&s=hpc&sr=1-1273,3.5,13,₹549,"₹1,500",7793
"SHENKY Simply Straightener Hair Brush, straightening Machine, 3 in 1 Ceramic Fast Hair Straightener for Women's Hair Strai...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51jb+OHKKRS._AC_UL320_.jpg,https://www.amazon.in/SHENKY-Straightener-straightening-Machine-Straightening/dp/B09BG4TWYH/ref=sr_1_1274?qid=1679215848&s=hpc&sr=1-1274,Get,Only 1 left in stock.,₹555,₹999,7794
Mr. Barber MB-AMW Airmax with 2 Air Flow Detachable Nozzles Turbo Motor Powerful Professional Hair Dryer For Styling & Dre...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/51Z9f+g+tJL._AC_UL320_.jpg,https://www.amazon.in/MR-BARBER-Extremely-Powerful-Detachable/dp/B08BK5PLT6/ref=sr_1_1275?qid=1679215848&s=hpc&sr=1-1275,5.0,2,"₹3,200","₹4,000",7795
"VEWIKZY 2000 Watts Professional Stylish Hair Dryers, Hot and Cold Extra-Fast & Powerful Heat Blow Dryer, Salon-Grade Elect...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31htOOdJhKL._AC_UL320_.jpg,https://www.amazon.in/VEWIKZY%C2%AE-Professional-Extra-Fast-Powerful-Salon-Grade/dp/B09HMSXBCL/ref=sr_1_1276?qid=1679215848&s=hpc&sr=1-1276,3.9,57,₹699,"₹1,299",7796
"Elexiq Hair Dryer Brush and Hot Air Brush, Hair Straightner Brush 3 in 1 Electric Hair dryer Volumizer with Ion Curling Dr...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61jVECWd9HL._AC_UL320_.jpg,https://www.amazon.in/Elexiq-Straightner-Electric-Volumizer-Curling/dp/B08JP8216Z/ref=sr_1_1277?qid=1679215848&s=hpc&sr=1-1277,4.1,4,₹799,"₹1,999",7797
"HyzonTech Professional Hair Dryer | Powerful Hair Salon Hammer Shape High Power | For Men and Woman Hair Dryer (1800 W, Grey)",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/313W5aMaaEL._AC_UL320_.jpg,https://www.amazon.in/HyzonTech-Professional-Dryer-Powerful-Hammer/dp/B0BN2BG4K6/ref=sr_1_1278?qid=1679215848&s=hpc&sr=1-1278,,,₹699,"₹1,999",7798
PARIDA Enterprise 2 In 1 Hair Straightener And Curler Hair Straightening Machine For Women With Ceramic Plate | Hair Strai...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71iVs3LRMLL._AC_UL320_.jpg,https://www.amazon.in/PARIDA-Straightener-Curler-Women-Ceramic/dp/B08CBGTJLG/ref=sr_1_1279?qid=1679215848&s=hpc&sr=1-1279,3.5,8,₹399,₹999,7799
"Beurer 37 Watts Professional Curling Tongs, 13-25 mm with Conical Heating Element for styling soft, Shiny Salon-like Curl...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61hAAj9GMVL._AC_UL320_.jpg,https://www.amazon.in/Beurer-Curling-Tongs-years-Warranty/dp/B07H8JS2MK/ref=sr_1_1280?qid=1679215848&s=hpc&sr=1-1280,3.9,16,₹999,"₹3,999",7800
"BaBylissPRO Nano Titanium Bambino Compact Dryer (Black, 1000 W)",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,https://www.amazon.in/BaBylissPRO-Titanium-Bambino-Compact-Dryer/dp/B0068SZ7UG/ref=sr_1_1281?qid=1679215848&s=hpc&sr=1-1281,4.4,"1,021",,"₹9,145",7801
"Hair Straightener Brush, Hair Styler, Straightener machine Brush Hair Straightening Iron Built with Comb & Anti-Scald, Per...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/31E6kXEZqkL._AC_UL320_.jpg,https://www.amazon.in/Straightener-Straightening-Anti-Scald-Professional-Multi-colored/dp/B0BNDD3ZW3/ref=sr_1_1282?qid=1679215848&s=hpc&sr=1-1282,2.0,20,₹363,"₹3,999",7802
Scizor 5 in 1 Hot Air Styler Hair Dryer Comb Multifunctional Styling Tool for Curly Hair machine for Straightening Curling...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71ydyJ5aPfL._AC_UL320_.jpg,https://www.amazon.in/Scizor-Multifunctional-Styling-machine-Straightening/dp/B09KN17HWR/ref=sr_1_1283?qid=1679215848&s=hpc&sr=1-1283,2.5,4,"₹1,499","₹2,999",7803
"ESYA One Step 1000 Watts Hair Dryer and Volumizer, Hot Air Brush, 3 in1 Styling Brush Styler, Negative Ion Hair Straighten...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61HalwxRRUL._AC_UL320_.jpg,https://www.amazon.in/ESYA-Volumizer-Negative-Straightener-Hairstyle/dp/B094NYCVRH/ref=sr_1_1284?qid=1679215848&s=hpc&sr=1-1284,3.6,157,₹785,"₹1,500",7804
UNESCO Textile Professional Pro Perfect Ladies Curly Hair Machine Curl Secret Hair Curler Roller with Revolutionary Automa...,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61ZqnwFWX7L._AC_UL320_.jpg,https://www.amazon.in/Professional-Curler-Revolutionary-Technology-Multicolor/dp/B0BS6Z9B8B/ref=sr_1_1285?qid=1679215848&s=hpc&sr=1-1285,,,"₹1,599","₹2,999",7805
Plastic Eyebrow Hair Remover and Trimmer for Women,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/418VLNQATmL._AC_UL320_.jpg,https://www.amazon.in/SHREVI-Plastic-Bi-feather-Eyebrow-Remover/dp/B07XGRYKJM/ref=sr_1_1286?qid=1679215848&s=hpc&sr=1-1286,3.9,21,₹321,₹499,7806
Street27 50 Pieces Wooden Waxing Applicators Sticks for Face & Eyebrows Wax Spatula Hair Removal,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/71HUeK-EjQL._AC_UL320_.jpg,https://www.amazon.in/Street27-Applicators-Eyebrows-Spatula-Removal/dp/B07GZTGML6/ref=sr_1_1287?qid=1679215848&s=hpc&sr=1-1287,5.0,1,₹499,"₹1,999",7807
Pack of 5 Real and Natural Chameli Ka Tel Which Made with Natural Jasmine Flower for Hanuman Poja,beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/81IU4rR4RyL._AC_UL320_.jpg,https://www.amazon.in/Natural-Chameli-Jasmine-Flower-Hanuman/dp/B09XB9XXDV/ref=sr_1_1288?qid=1679215848&s=hpc&sr=1-1288,3.5,2,₹599,"₹2,500",7808
IKONIC Pro 2100 Hair Dryer (Black),beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/517X6SlmXiL._AC_UL320_.jpg,https://www.amazon.in/Ikonic-2100-Hair-Dryer-Black/dp/B07G738R4B/ref=sr_1_1289?qid=1679215848&s=hpc&sr=1-1289,3.6,5,"₹3,300","₹3,650",7809
"7AM2M Electric Toothbrush for Adults and Kids, with 6 Brush Heads, 5 Modes with 2 Minutes Build in Smart Timer, One Charge...",beauty & health,Personal Care Appliances,https://m.media-amazon.com/images/I/61qBtik8LBL._AC_UL320_.jpg,https://www.amazon.in/7AM2M-Electric-Toothbrush-Adults-Minutes/dp/B09NNBDX7Z/ref=sr_1_1290?qid=1679215848&s=hpc&sr=1-1290,4.5,"1,317",₹999,"₹2,499",7810
