name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,product_id
"Mortein Insta5 Mosquito Repellent Liquid Refill - 45ml x 6 (Buy 4 Get 2 Free) | 100% Protection from Dengue Mosquitoes, Pa...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/61LTT8lFahL._AC_UL320_.jpg,https://www.amazon.in/Mortein-Liquid-Vaporizer-Refill-Free/dp/B07YY9N6TY/ref=sr_1_96?qid=1679212359&s=apparel&sr=1-96,4.0,"26,990",₹285,₹308,,948
Kuber Industries Brocade Jewellery kit with 10 Pouch|Solid Print With Waterproof Outer Material|10 Pouches & Zipper Closur...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61aNgsqCIRL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Cotton-Jewellery-Pouch/dp/B01LWC5ZXC/ref=sr_1_913?qid=1679212367&s=apparel&sr=1-913,4.1,"1,981",₹417,₹499,,949
Sonata Analog Multicolor Small Dial Men's Watch -NM7987SL01W / NL7987SL01W,stores,Amazon Fashion,https://m.media-amazon.com/images/I/610fTIqLzmL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Analog-Multicolor-Dial-Watch-NJ7987SL01W/dp/B00EY7Q1TO/ref=sr_1_914?qid=1679212367&s=apparel&sr=1-914,3.9,"4,264",,₹550,,950
Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Waterproof USB Anti Theft ...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/918t7nycBdL._AC_UL320_.jpg,https://www.amazon.in/Swisslook-Polyester-15-6-inch-Backpack-Waterproof/dp/B07XYTZP4Z/ref=sr_1_915?qid=1679212367&s=apparel&sr=1-915,4.3,"1,370",,"₹2,849",,951
TCCO ENTERPRISE Natural Sneaker & Shoe Cleaner Wipes - 1 Packs of 80 - Portable Sneakers Cleaner Shoe Wipes Quickly Remove...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51C4A77KFbL._AC_UL320_.jpg,https://www.amazon.in/TCCO-ENTERPRISE-Natural-Sneaker-Cleaner/dp/B0BMZCZTYK/ref=sr_1_916?qid=1679212367&s=apparel&sr=1-916,4.5,61,₹397,₹999,,952
"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas,...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/71PwFQgur4L._AC_UL320_.jpg,https://www.amazon.in/Fevicryl-Acrylic-colors-Sunflower-Shades/dp/B00LXTFMRS/ref=sr_1_917?qid=1679212367&s=apparel&sr=1-917,4.4,"7,682",₹186,₹225,,953
"LAKMÉ Absolute Shine Liquid Eye Liner Glossy Finish, Black, 4.5ml",stores,Amazon Fashion,https://m.media-amazon.com/images/I/41TChhcWFoL._AC_UL320_.jpg,https://www.amazon.in/Lakme-Absolute-Shine-Liquid-Liner/dp/B008KH2VU2/ref=sr_1_918?qid=1679212367&s=apparel&sr=1-918,4.2,"7,438",₹343,₹450,,954
Extra Issue Pratiyogita Darpan Exam. Oriented Series - 4 General Studies Indian Polity & Governance,stores,Amazon Fashion,https://m.media-amazon.com/images/I/91DzwnjkZAL._AC_UL320_.jpg,https://www.amazon.in/Pratiyogita-Darpan-Indian-Polity-Governance/dp/B00HK4YLZE/ref=sr_1_919?qid=1679212367&s=apparel&sr=1-919,4.4,29,,₹205,,955
Jewels Galaxy Jewellery For Women Stackable Rings Set,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61SglF6LuLL._AC_UL320_.jpg,https://www.amazon.in/Jewels-Galaxy-Jewellery-Contemporary-JG-PC-RNGH-2725/dp/B0BLSXCBL8/ref=sr_1_920?qid=1679212367&s=apparel&sr=1-920,3.8,22,₹261,"₹1,999",,956
Fastrack Reflex Hello Smart Watch with BT Calling|Bright HD Display|AI Voice Assistant|50+ Sports Modes|100+ Watchfaces|BP...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61AigzIaAwL._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Calling-Display-Watchfaces-Watchface/dp/B0BBQGVNNZ/ref=sr_1_921?qid=1679212367&s=apparel&sr=1-921,3.8,513,"₹3,995","₹5,995",,957
"ESnipe Mart Worldwide Travel Adapter with Build in Charger Dual USB Ports with 125V 6A,250V Electrical Protected Plug (White)",stores,Amazon Fashion,https://m.media-amazon.com/images/I/61LeoH8wftL._AC_UL320_.jpg,https://www.amazon.in/ESnipe-Mart-Worldwide-Protected-Electrical/dp/B07WKBD37W/ref=sr_1_922?qid=1679212367&s=apparel&sr=1-922,4.0,"2,699",₹425,₹999,,958
"ZooY Smarty 2 in 1 Soap Dispenser for Dishwasher Liquid Holder , Liquid Dispenser Through Pump ( Multi-Color , 400 ML) wit...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/61NXy28s-cL._AC_UL320_.jpg,https://www.amazon.in/Smarty-Dispenser-Dishwasher-Through-Multi-Color/dp/B08T95XBPF/ref=sr_1_923?qid=1679212367&s=apparel&sr=1-923,3.8,"16,768",,₹149,,959
Red Tape Men's Walking Shoes,stores,Amazon Fashion,https://m.media-amazon.com/images/I/615LosPUEOL._AC_UL320_.jpg,https://www.amazon.in/Red-Tape-Mens-Walking-Shoes-8/dp/B0BKZFC2H4/ref=sr_1_924?qid=1679212367&s=apparel&sr=1-924,4.0,439,"₹1,699","₹6,799",,960
Adidas Multicolour Cotton Ankle Length Socks for Men - Pack of 3,stores,Amazon Fashion,https://m.media-amazon.com/images/I/21eR7o2R59L._AC_UL320_.jpg,https://www.amazon.in/Adidas-Multicolour-Cotton-Ankle-Length/dp/B01N1UDJQ6/ref=sr_1_925?qid=1679212367&s=apparel&sr=1-925,4.1,"2,406",₹299,₹479,,961
Planet Superheroes Gaming Regular T-Shirt - Symbols in a Circle,stores,Amazon Fashion,https://m.media-amazon.com/images/I/511kNhSFIWL._AC_UL320_.jpg,https://www.amazon.in/Planet-Superheroes-Gaming-Regular-T-Shirt/dp/B0BFFQSWJ3/ref=sr_1_926?qid=1679212367&s=apparel&sr=1-926,,,,₹799,,962
YouBella Jewellery Earrings Gold Plated Combo of 24 Stud Tops Earings for Girls and Women,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61pBnHmDIIL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Jewellery-Earrings-Plated-Earings/dp/B08KLNWGJL/ref=sr_1_927?qid=1679212367&s=apparel&sr=1-927,4.1,"1,702",₹247,₹999,,963
"Garnier Men, Face Wash, Brightening & Anti-Pollution, TurboBright Double Action, 150 g",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51YOFiC3zvL._AC_UL320_.jpg,https://www.amazon.in/Garnier-Bright-Double-Charcoal-Facewash/dp/B08PQLBM2M/ref=sr_1_928?qid=1679212367&s=apparel&sr=1-928,4.3,"33,864",₹259,₹325,,964
TIMEX Analog Gold Dial Women's Watch-TW000Q810,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71Gj-PAtAmL._AC_UL320_.jpg,https://www.amazon.in/Timex-Analog-Gold-Womens-Watch-TW000Q810/dp/B014HDPQ8G/ref=sr_1_929?qid=1679212367&s=apparel&sr=1-929,4.4,"1,259","₹2,249","₹4,395",,965
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Sho...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51LoviZ7+aL._AC_UL320_.jpg,https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_930?qid=1679212367&s=apparel&sr=1-930,3.9,"2,414",₹799,"₹2,599",,966
The Man Company Machismo Stronghold Hair Wax for Men| Stylish Matte Finish with Volume | Non Sticky - 100gm,stores,Amazon Fashion,https://m.media-amazon.com/images/I/617VJoUHIML._AC_UL320_.jpg,https://www.amazon.in/Man-Company-Machismo-Styling-Cream/dp/B07BLXWJNJ/ref=sr_1_931?qid=1679212367&s=apparel&sr=1-931,3.8,"2,037",₹265,₹349,,967
Cherry Blossom Wax Polish Black 40 gm & Shoe Shiner Sponge Handy Shine Black,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61xf9Lm7BnL._AC_UL320_.jpg,https://www.amazon.in/Cherry-Blossom-Polish-Shiner-Sponge/dp/B0BVVLVC3L/ref=sr_1_932?qid=1679212367&s=apparel&sr=1-932,,,₹148,₹160,,968
Comprehension Skills: Short Passages for Close Reading: Grade 6,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71-YlN1S+VL._AC_UL320_.jpg,https://www.amazon.in/Comprehension-Skills-Passages-Reading-Professional/dp/0545460573/ref=sr_1_933?qid=1679212367&s=apparel&sr=1-933,4.7,488,,₹777,,969
"Pidilite WD-40, Multipurpose Car care Spray, 420ml Rust Remover, Lubricant, Stain Remover, Powerful Chimney Cleaner, Degre...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51iXu11jMdL._AC_UL320_.jpg,https://www.amazon.in/Pidilite-Multiple-Maintenance-Spray-420/dp/B07FCHCQCW/ref=sr_1_934?qid=1679212367&s=apparel&sr=1-934,4.3,"34,750",₹290,₹418,,970
ZAVERI PEARLS Pink & Green Beads Cluster Drops Kundan Choker Necklace Earring & Ring Set For Women-ZPFK13800,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71K4r1Yd27L._AC_UL320_.jpg,https://www.amazon.in/ZAVERI-PEARLS-Cluster-Necklace-Women-ZPFK13800/dp/B0B2LX5NJT/ref=sr_1_935?qid=1679212367&s=apparel&sr=1-935,4.1,296,₹539,"₹2,995",,971
Lionmati Watch for Boys and Girl Spider Men Kids Light Glowing Watch with Music Tune and Face Cover Multicolor Led Digital...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61GfZgleR0S._AC_UL320_.jpg,https://www.amazon.in/Lionmati-Spider-Glowing-Multicolor-Digital/dp/B09J8XCYLQ/ref=sr_1_936?qid=1679212367&s=apparel&sr=1-936,3.8,351,₹399,₹999,,972
Hush Puppies Men Aaron Derby Formal Shoes,stores,Amazon Fashion,https://m.media-amazon.com/images/I/81xG3fjG5EL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Formal-Shoes-9-8246872090_8246872/dp/B07BTG8XDZ/ref=sr_1_937?qid=1679212367&s=apparel&sr=1-937,3.9,"1,981","₹3,000","₹3,299",,973
"Lakmã Eyeconic Insta Cool Kajal, Black, Cooling Kohl Liner With Cucumber, Twist Up Pencil - Waterproof, Smudge Proof & Lo...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51FF5ZTyoyL._AC_UL320_.jpg,https://www.amazon.in/Lakme-Eyeconic-Insta-Kajal-Black/dp/B08Z47JR2G/ref=sr_1_938?qid=1679212367&s=apparel&sr=1-938,4.3,"3,623",₹166,₹230,,974
"TUORE AI Voice Input Mouse, RGB Backlit Inbuilt Mic Speaker Ergonomic Design Wired Mouse Widely Compatible for Office (Mut...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/617+j6OGf-L._AC_UL320_.jpg,https://www.amazon.in/TUORE-Backlit-Inbuilt-Ergonomic-Compatible/dp/B0BF55DGMF/ref=sr_1_939?qid=1679212367&s=apparel&sr=1-939,,,"₹2,306","₹4,878",,975
Yellow Chimes Leather Bracelet for Men Magnetic-Clasp Genuine Leather Braided Multi-Layer Wrap Black Bracelet For Men and ...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71FNN+CqlRL._AC_UL320_.jpg,https://www.amazon.in/Yellow-Chimes-Magnetic-Bracelet-YCSSBR-062BRD-BK/dp/B07GPV7RLV/ref=sr_1_940?qid=1679212367&s=apparel&sr=1-940,3.9,492,₹299,"₹1,299",,976
"Urban Yog Acne Pimple Patch - Invisible Facial Stickers Cover With 100% Hydrocolloid, Pimple Patches For Face (72 Dots) - ...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51PSiOmV6-L._AC_UL320_.jpg,https://www.amazon.in/Urban-yog-Acne-Pimple-Patch/dp/B084BYLK63/ref=sr_1_941?qid=1679212367&s=apparel&sr=1-941,3.9,"7,569",₹299,₹349,,977
"Beardo De-Tan Body Wash for Men, 200ml | Tan Removal| Caffeine Body Wash | With Coffee & Aloe Extracts | For Body & Face |...",stores,Amazon Fashion,https://m.media-amazon.com/images/I/51fJsKTuDRL._AC_UL320_.jpg,https://www.amazon.in/Beardo-Tan-Bodywash-Men-200/dp/B07XVQ1Q75/ref=sr_1_942?qid=1679212367&s=apparel&sr=1-942,4.1,"1,583",₹198,₹250,,978
Shocknshop Simple Sport Digital Men’s Military Watches Electronic LED Time Black Wrist Watch,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51YUx21zezL._AC_UL320_.jpg,https://www.amazon.in/Shocknshop-Digital-Military-Watches-Electronic/dp/B0BG4ZH7GS/ref=sr_1_943?qid=1679212367&s=apparel&sr=1-943,3.9,132,₹449,"₹1,599",,979
FLITE Men's Flip Flop,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51Xnh85DBdL._AC_UL320_.jpg,https://www.amazon.in/FLITE-Olive-Yellow-Sandals-8-FL0281G/dp/B07DRRSBPT/ref=sr_1_944?qid=1679212367&s=apparel&sr=1-944,4.3,"21,085",₹295,₹349,,980
Brinton Healthcare Uvdoux Face & Body Sunscreen Gel With Spf 50 Pa+++ In Matte Finish And Oil Free Formula| Water Resistan...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61QxNdCKF-S._AC_UL320_.jpg,https://www.amazon.in/Brinton-Healthcare-Uvdoux-Face-Body-Sunscreen/dp/B01FS8F19S/ref=sr_1_945?qid=1679212367&s=apparel&sr=1-945,4.4,"5,155",₹594,₹699,,981
IndiWeaves� Girls Crepe Digital Printed Stylish Casual Skirts (Single),stores,Amazon Fashion,https://m.media-amazon.com/images/I/71HgD4rps2L._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%EF%BF%BD-Digital-Printed-Stylish-Apparel/dp/B0B6SN6QL1/ref=sr_1_946?qid=1679212367&s=apparel&sr=1-946,,,₹275,₹329,,982
Shining Diva Fashion Latest Choker Design Antique Kundan Traditional Necklace Jewellery Set for Women,stores,Amazon Fashion,https://m.media-amazon.com/images/I/81vLw-6u5NL._AC_UL320_.jpg,https://www.amazon.in/Shining-Diva-Fashion-Traditional-11279s/dp/B08L13PPNS/ref=sr_1_947?qid=1679212367&s=apparel&sr=1-947,3.9,"2,645",₹258,"₹1,999",,983
Gopalvilla Women's Spandex & Nylon Waist Shapwear(SFH007_FIT to : 30 to 36),stores,Amazon Fashion,https://m.media-amazon.com/images/I/51JnxNVzdaL._AC_UL320_.jpg,https://www.amazon.in/Gopalvilla-Womens-Control-Blended-Shapewear/dp/B08DTD94NS/ref=sr_1_948?qid=1679212367&s=apparel&sr=1-948,3.7,"5,658",₹259,₹799,,984
"Storite 6 Slots RFID Blocking Metal Credit Card Holder Wallet for Men & Women(Shiny Black,9.5 x 6.5 x 1.3 cm)",stores,Amazon Fashion,https://m.media-amazon.com/images/I/71eFbyvXqBL._AC_UL320_.jpg,https://www.amazon.in/RiaTech%C2%AE-Stainless-Blocking-Credit-Card/dp/B075F45CGB/ref=sr_1_949?qid=1679212367&s=apparel&sr=1-949,4.0,"8,361",₹379,"₹1,799",,985
"Nivea Men Body Wash, Active Clean With Active Charcoal, Shower Gel For Body, Face & Hair, 250 ml",stores,Amazon Fashion,https://m.media-amazon.com/images/I/61IjBljRV1L._AC_UL320_.jpg,https://www.amazon.in/Nivea-Active-Clean-Shower-250ml/dp/B00XRJBOBA/ref=sr_1_950?qid=1679212367&s=apparel&sr=1-950,4.2,"19,869",₹179,₹199,,986
Sonata Analog White Dial Women's Watch NM8976YL02W / NL8976YL02W,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51UVbD7p7zL._AC_UL320_.jpg,https://www.amazon.in/Sonata-Analog-White-Womens-Watch-NJ8976YL02W/dp/B00K2Q37JS/ref=sr_1_951?qid=1679212367&s=apparel&sr=1-951,4.1,"5,070",,₹649,,987
crocs Unisex-Adult Classic Slipper,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71hEjfpNgJL._AC_UL320_.jpg,https://www.amazon.in/Crocs-Unisex-Adult-Classic-207713-410/dp/B096KCYZ3P/ref=sr_1_952?qid=1679212367&s=apparel&sr=1-952,4.1,"5,007",₹897,"₹1,995",,988
"Bombay Shaving Company Charcoal Face Wash, Fights Pollution and Acne, Oil Control For Men & Women - 100g",stores,Amazon Fashion,https://m.media-amazon.com/images/I/71ZmA4P+daL._AC_UL320_.jpg,https://www.amazon.in/Bombay-Shaving-Company-Charcoal-Black/dp/B07NP1J4KL/ref=sr_1_953?qid=1679212367&s=apparel&sr=1-953,4.0,"8,439",₹149,₹249,,989
PS Fashionss Boys & Girls Regular Track Pants (PS0019),stores,Amazon Fashion,https://m.media-amazon.com/images/I/810ut7dSgcL._AC_UL320_.jpg,https://www.amazon.in/PS-Fashionss-Regular-PS0019-Melange/dp/B0BBNG189Q/ref=sr_1_954?qid=1679212367&s=apparel&sr=1-954,,,₹499,₹999,,990
Voylla Brass Silver Oxidised Mandala Design Lightly Embellished Drop Earrings for Women and Girls,stores,Amazon Fashion,https://m.media-amazon.com/images/I/610UFcNlZQS._AC_UL320_.jpg,https://www.amazon.in/Voylla-Dangler-Earrings-Multi-colour-8907617912363/dp/B07MCPLYMX/ref=sr_1_955?qid=1679212367&s=apparel&sr=1-955,4.3,394,₹171,₹499,,991
Bigen Mens Beard Colour Natural Black B101,stores,Amazon Fashion,https://m.media-amazon.com/images/I/51JUUPsDJ+L._AC_UL320_.jpg,https://www.amazon.in/Bigen-Beard-Color-Natural-B101/dp/B00EIMAA3S/ref=sr_1_956?qid=1679212367&s=apparel&sr=1-956,4.1,"11,040",₹405,₹450,,992
M MEDLER Epoch Nylon 55 litres Waterproof Strolley Duffle Bag- 2 Wheels - Luggage Bag - (Navy Blue),stores,Amazon Fashion,https://m.media-amazon.com/images/I/71tzEgzCFcL._AC_UL320_.jpg,https://www.amazon.in/MEDLER-Nylon-Expandable-Duffel-Trolley/dp/B07MWD4D4W/ref=sr_1_957?qid=1679212367&s=apparel&sr=1-957,3.5,"23,748",₹569,"₹2,999",,993
NIBOSI Women Watches Analog Rose Gold Square Dial Women's Watch for Girls&Miss&Ladies Diamond Studded with Stylish Watches...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61xuL9-N-nL._AC_UL320_.jpg,https://www.amazon.in/NIBOSI-Watches-Diamond-Studded-Waterproof/dp/B0B2P7TTKB/ref=sr_1_958?qid=1679212367&s=apparel&sr=1-958,4.1,489,"₹1,999","₹3,000",,994
ASIAN Eco-Friendly Jute Hand Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71Lad7tHHYL._AC_UL320_.jpg,https://www.amazon.in/Eco-Friendly-Bag-Reusable-Shopping-Grocery-Multipurpose/dp/B09V5PVDTC/ref=sr_1_959?qid=1679212367&s=apparel&sr=1-959,4.1,256,₹165,₹499,,995
Illustrated Astanga Hrdaya Text with English Translation and Appendices,stores,Amazon Fashion,https://m.media-amazon.com/images/I/71UMVoKROdL._AC_UL320_.jpg,https://www.amazon.in/Illustrated-Astanga-English-Translation-Appendices/dp/9382443851/ref=sr_1_960?qid=1679212367&s=apparel&sr=1-960,4.6,30,₹568,₹675,,996
Bangalore Refinery 24k (999.9) 10 gm Yellow Gold Bar,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61klNXLzIRL._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-999-9-Yellow-Gold/dp/B01HVB3PUC/ref=sr_1_1057?qid=1679212369&s=apparel&sr=1-1057,4.6,"1,186","₹64,644","₹72,800",,997
SAHITYA SAROWAR Bhartiya Evm Paschatya Kavyashastra,stores,Amazon Fashion,https://m.media-amazon.com/images/I/61pTNBmOadL._AC_UL320_.jpg,https://www.amazon.in/BHARTIYA-PASCHATYA-KAVYASHASTRA-Ganga-Premi/dp/819377387X/ref=sr_1_1058?qid=1679212369&s=apparel&sr=1-1058,3.9,9,₹208,₹300,,998
Vibez by Lifelong Ornate Smartwatch For Women with HD Display|Body Temprature |24x7 Heart Rate & SpO2 Tracking|8 Sports Mo...,stores,Amazon Fashion,https://m.media-amazon.com/images/I/814UeQweLML._AC_UL320_.jpg,https://www.amazon.in/Vibez-Smartwatch-Temprature-VBSWW450-Manufacturer/dp/B09ZXYV3Y2/ref=sr_1_1059?qid=1679212369&s=apparel&sr=1-1059,3.9,95,"₹2,499","₹11,999",,999
"Lee Cooper Lightweight Cotton Face Mask for Outdoor Protection, Super Breathable & Resuable Cloth, 2 Count",stores,Amazon Fashion,https://m.media-amazon.com/images/I/41BmEX6KqAS._AC_UL320_.jpg,https://www.amazon.in/Lee-Cooper-Lightweight-Protection-Breathable/dp/B093H6BDNF/ref=sr_1_1060?qid=1679212369&s=apparel&sr=1-1060,3.5,"3,427",₹169,₹399,,1000
"Lloyd 1.5 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White, Gls18I3...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31UISB90sYL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS18I3FWAMC/dp/B0BRKXTSBT/ref=sr_1_4?qid=1679134237&s=kitchen&sr=1-4,4.2,"2,255","₹32,999","₹58,990",0.0,1001
"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19YNZE/dp/B0BQ3MXML8/ref=sr_1_5?qid=1679134237&s=kitchen&sr=1-5,4.2,"2,948","₹46,490","₹75,990",1.0,1002
"LG 1 Ton 4 Star Ai Dual Inverter Split Ac (Copper, Super Convertible 6-In-1 Cooling, Hd Filter With Anti Virus Protection,...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-protection-RS-Q13JNYE/dp/B0BPYN9JGF/ref=sr_1_6?qid=1679134237&s=kitchen&sr=1-6,4.2,"1,206","₹34,490","₹61,990",2.0,1003
"LG 1.5 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19JNXE/dp/B0BQ3MJ1TG/ref=sr_1_7?qid=1679134237&s=kitchen&sr=1-7,4.0,69,"₹37,990","₹68,990",3.0,1004
"Carrier 1.5 Ton 3 Star Inverter Split AC (Copper,ESTER Dxi, 4-in-1 Flexicool Inverter, 2022 Model,R32,White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41lrtqXPiWL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Split-Copper-Flexicool/dp/B0B67RLLJC/ref=sr_1_8?qid=1679134237&s=kitchen&sr=1-8,4.1,630,"₹34,490","₹67,790",4.0,1005
"Voltas 1.4 Ton 3 Star Inverter Split AC(Copper, Adjustable Cooling, Anti-dust Filter, 2023 Model, 173V Vectra Platina, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41TuyxwZ9mL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-173V-Vectra-Platina/dp/B0BRJ7N92P/ref=sr_1_9?qid=1679134237&s=kitchen&sr=1-9,4.0,"1,666","₹31,990","₹70,990",5.0,1006
"Lloyd 1.0 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31IXlxIPsOL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS12I3FWAEV/dp/B0BRKX6FD5/ref=sr_1_10?qid=1679134237&s=kitchen&sr=1-10,4.2,"1,097","₹29,999","₹49,990",6.0,1007
"Lloyd 1.5 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/31IXlxIPsOL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS18I5FWBEV/dp/B0BRKXBRMF/ref=sr_1_11?qid=1679134237&s=kitchen&sr=1-11,4.3,"1,494","₹39,990","₹67,990",7.0,1008
"Carrier 1 Ton 3 Star AI Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling,Dual Filtration with HD & PM 2.5 F...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51sTXvsanQL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Inverter-Convertible-Filtration/dp/B0BR58HRD2/ref=sr_1_12?qid=1679134237&s=kitchen&sr=1-12,4.1,674,"₹30,990","₹58,190",8.0,1009
"Voltas 1.5 Ton, 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 185V DAZJ, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51WQ3nWF0vL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Inverter-Split-Conditioner-VOLTAS/dp/B09WDP2DLF/ref=sr_1_16?qid=1679134237&s=kitchen&sr=1-16,4.0,801,"₹37,999","₹73,990",9.0,1010
"Daikin 1 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2023 M...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51Nff1pJMqL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Display-Technology-MTKL35U/dp/B0BK28T4BZ/ref=sr_1_17?qid=1679134237&s=kitchen&sr=1-17,4.2,558,"₹32,990","₹48,200",10.0,1011
"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM50U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41BgAG0qRaL._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-MTKM50U/dp/B09R4RYCJ4/ref=sr_1_18?qid=1679134237&s=kitchen&sr=1-18,4.1,730,"₹44,990","₹67,200",11.0,1012
"Panasonic 1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Wa...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61ZzcguzB1L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-NU18YKY5W/dp/B0BRJ1973T/ref=sr_1_19?qid=1679134237&s=kitchen&sr=1-19,4.3,"5,073","₹45,990","₹63,400",12.0,1013
"Carrier 1.5 Ton 5 Star AI Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Dual Filtration with HD & PM 2.5...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61JtwWcAcoL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Flexicool-Convertible-Filtration-CAI18ES5R33F0/dp/B0BR59SY4M/ref=sr_1_20?qid=1679134237&s=kitchen&sr=1-20,4.0,568,"₹41,999","₹78,490",13.0,1014
