name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,product_id
Loop Group ® Wooden Tabletop Makeup Mirror Vanity Table Stand Mirror Swivel Bamboo Mirror for Bedroom Bathroom Desk (Squar...,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61+uPKVnuAL._AC_UL320_.jpg,https://www.amazon.in/Loop-Group-Tabletop-Bedroom-Bathroom/dp/B09PGJCLF9/ref=sr_1_1382?qid=1679213443&s=kitchen&sr=1-1382,3.4,107,₹689,"₹3,600",5130
Shri Kanth Art Multi Plate Wooden Wall Hanging | Wall Hanger for HomeDecor |Wall Art | Gifts | Office | Wooden Home Decor ...,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61ODS0vfpNL._AC_UL320_.jpg,https://www.amazon.in/Shri-Kanth-Art-HomeDecor-Decoration/dp/B0BGJBJMSV/ref=sr_1_1383?qid=1679213443&s=kitchen&sr=1-1383,4.7,5,₹197,₹599,5131
CraftVatika Ganesh Idol Murti Statue for Car Dashboard Gift Lord Ganesha Ganpati Idols Showpiece Figurine for Home Pooja R...,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/71RcgSvkUmL._AC_UL320_.jpg,https://www.amazon.in/CraftVatika-Dashboard-Showpiece-Figurine-Decoration/dp/B08HX12HXG/ref=sr_1_1384?qid=1679213443&s=kitchen&sr=1-1384,4.4,133,₹339,₹599,5132
"SN Handicrafts Stone Adiyogi Shiva Mahadev Murti for Car Dashboard, Pooja, Home and Office Decor - 5.35 inch (Matte Black,...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/51DLABxQmWL._AC_UL320_.jpg,https://www.amazon.in/SN-Handicrafts-Adiyogi-Shankara-Dashboard/dp/B08VH85XRG/ref=sr_1_1385?qid=1679213443&s=kitchen&sr=1-1385,4.2,237,₹399,₹999,5133
"Ikea Digital Multi Purpose ABS plastic Alarm Clock for Bedroom, Has Thermometer, Timer, Alarm (White)",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/314TVRbVwXL._AC_UL320_.jpg,https://www.amazon.in/Digital-Bedroom-Thermometer-Purpose-Colour/dp/B08YXR62V9/ref=sr_1_1386?qid=1679213443&s=kitchen&sr=1-1386,4.1,77,₹550,₹611,5134
VRB DecTM Artificial Greenery Ferns Plants Vines Fake Ivy Hanging Flowers Vine Pine Needle Wall Hanging for Home Decor Doo...,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/71irKocKsRL._AC_UL320_.jpg,https://www.amazon.in/VRB-Artificial-Greenery-Decoration-Festival/dp/B0B6H1F4RK/ref=sr_1_1387?qid=1679213443&s=kitchen&sr=1-1387,3.5,30,₹389,"₹1,249",5135
"PUTHAK Plastic Mallow Vase for Flowers, Unbreakable Vase, 8.5x3.5Inch Ceramic Look Flower Vase, Decorative Modern Floral V...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61NbqCNCi5L._AC_UL320_.jpg,https://www.amazon.in/PUTHAK-Unbreakable-8-5x3-5Inch-Decorative-Centerpieces/dp/B0BNLDJXQ3/ref=sr_1_1388?qid=1679213443&s=kitchen&sr=1-1388,4.0,1,₹176,₹599,5136
"BUYERZONE WITH BZ LOGO BUYERZONE Smart Night Light Plastic Digital Alarm Clock with Date & Indoor Temperature, Battery Ope...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/416xPg8QGdL._AC_UL320_.jpg,https://www.amazon.in/BUYERZONE-Plastic-Temperature-Operated-Automatic/dp/B0B8Z93HGP/ref=sr_1_1389?qid=1679213443&s=kitchen&sr=1-1389,4.1,"1,707",₹449,₹999,5137
"ArtX Paper Motivational Wall Frames Quotes Wall Art Painting, Framed Paintings For Home Office Decor, 20 X 20 inches (Comb...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/612KGOdwW-S._AC_UL320_.jpg,https://www.amazon.in/ArtX-Motivational-Paintings-Multicolor-AXJ00106-MOT/dp/B098P8SSQD/ref=sr_1_1390_mod_primary_new?qid=1679213443&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1390,4.5,85,₹586,"₹1,399",5138
Odonil Bathroom Air Freshener Blocks - 150g (75g*2) | Long Lasting Fragrance,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/71LIagxqFAL._AC_UL320_.jpg,https://www.amazon.in/Odonil-Freshener-Toilet-Free-Pack/dp/B07SQ24Z25/ref=sr_1_1391?qid=1679213443&s=kitchen&sr=1-1391,4.2,"15,259",₹499,₹624,5139
"VAH-Kya Bat Hai !! Moment Photo Frame Black Colour Self Adhesive Wall Hanging for Bed Room, Living Room, Birthday, him wit...",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61EM0y184zL._AC_UL320_.jpg,https://www.amazon.in/VAH-Hanging-Photo-Display-Picture/dp/B085ZF9L6Q/ref=sr_1_1392?qid=1679213443&s=kitchen&sr=1-1392,4.0,102,₹449,"₹1,999",5140
"AHN Pranjals House Metal Religious Kanha Playing Flute Wall Hanging 23 inches For Home Decoration, Red",home & kitchen,Home Décor,https://m.media-amazon.com/images/I/81DaukEGglL._AC_UL320_.jpg,https://www.amazon.in/AHN-Pranjals-Religious-Playing-Decoration/dp/B097GY7CGX/ref=sr_1_1777?qid=1679213450&s=kitchen&sr=1-1777,4.3,357,"₹1,599","₹2,999",5141
AMFIN® Happy Birthday Letter Candles / 1st Birthday Candle / Happy Birthday Candle for Birthday Theme / Happy Birthday Can...,home & kitchen,Home Décor,https://m.media-amazon.com/images/I/61C-a25UYoL._AC_UL320_.jpg,https://www.amazon.in/AMFIN-Happy-Birthday-Candle-Candles/dp/B07FYVXM42/ref=sr_1_1778?qid=1679213450&s=kitchen&sr=1-1778,3.4,228,₹127,₹399,5142
